img_id,pedestrian_id,bbox,keypoints,target
1984,3404,"[160, 44, 203, 689]","[0.4358294286500873, 0.10465700318818244, 2, 0.49862348149959423, 0.09570135070006675, 2, 0, 0, 0, 0.6677322178863835, 0.10612242935938189, 2, 0, 0, 0, 0.7044334975369458, 0.18722786647314948, 2, 0.5221674876847291, 0.20029027576197386, 2, 0.3251231527093596, 0.25544267053701014, 2, 0.11330049261083744, 0.23076923076923078, 2, 0.15270935960591134, 0.1988388969521045, 2, 0.20689655172413793, 0.17706821480406387, 2, 0.7093596059113301, 0.49056603773584906, 1, 0.5665024630541872, 0.49056603773584906, 1, 0.7339901477832512, 0.7111756168359942, 2, 0.3497536945812808, 0.6850507982583455, 1]","[0.6502463054187192, 0.9179970972423803]"
1985,3405,"[20, 237, 226, 362]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.629839769577485, 0.12708622281057, 2, 0.4424778761061947, 0.26243093922651933, 2, 0.7743362831858407, 0.2265193370165746, 2, 0.3805309734513274, 0.36464088397790057, 2, 0.9026548672566371, 0.3756906077348066, 2, 0.16371681415929204, 0.2983425414364641, 2, 0.8495575221238938, 0.511049723756906, 2, 0.5796460176991151, 0.6022099447513812, 2, 0.7876106194690266, 0.5911602209944752, 2, 0.3053097345132743, 0.7044198895027625, 1, 0.8495575221238938, 0.5662983425414365, 2]","[0.6305309734513275, 0.839779005524862]"
1986,3407,"[51, 19, 305, 631]","[0.4491201317857356, 0.14279187313921043, 2, 0.4916453915048413, 0.12027925545529783, 2, 0.3974823164125359, 0.11881104125852088, 2, 0.5463207254294057, 0.12762032643918236, 2, 0.33166941446630094, 0.12419449331336958, 2, 0.6065573770491803, 0.2393026941362916, 2, 0.21967213114754097, 0.2329635499207607, 2, 0.7540983606557377, 0.3232963549920761, 2, 0.12459016393442623, 0.3375594294770206, 2, 0.8754098360655738, 0.2218700475435816, 2, 0.14098360655737704, 0.37717908082408874, 2, 0.4721311475409836, 0.5530903328050714, 2, 0.2721311475409836, 0.5388272583201268, 2, 0.4163934426229508, 0.7559429477020603, 1, 0.07213114754098361, 0.6561014263074485, 2]","[0.3557377049180328, 0.8692551505546751]"
1986,3408,"[76, 100, 418, 609]","[0.7004527005854282, 0.15078698150784828, 2, 0.7494378733432644, 0.12580764920289556, 2, 0.6861653017098309, 0.11628926429550013, 2, 0.8114351739940844, 0.1460588679812828, 2, 0.6471300869247174, 0.12136760845366305, 2, 0.8492822966507177, 0.2512315270935961, 2, 0.5478468899521531, 0.2594417077175698, 2, 0.9521531100478469, 0.39080459770114945, 2, 0.45215311004784686, 0.42036124794745483, 2, 0.8038277511961722, 0.33825944170771755, 2, 0.3444976076555024, 0.5287356321839081, 2, 0.6722488038277512, 0.535303776683087, 2, 0.47129186602870815, 0.49917898193760263, 2, 0.39712918660287083, 0.5796387520525451, 2, 0.23205741626794257, 0.5632183908045977, 2]","[0.27392344497607657, 0.8653530377668308]"
1987,3409,"[124, 43, 330, 727]","[0.5845857366518745, 0.10805694320558829, 2, 0, 0, 0, 0.5643549930156148, 0.09759836299014452, 2, 0, 0, 0, 0.4435324962990635, 0.11672991216473678, 2, 0.503030303030303, 0.2173314993122421, 2, 0.3939393939393939, 0.23658872077028886, 2, 0.6424242424242425, 0.2310866574965612, 2, 0.5424242424242425, 0.36176066024759285, 2, 0.7878787878787878, 0.22145804676753783, 1, 0.8242424242424242, 0.27785419532324623, 2, 0.5151515151515151, 0.4814305364511692, 2, 0.4666666666666667, 0.4814305364511692, 2, 0.4, 0.7042640990371389, 2, 0.37272727272727274, 0.7001375515818432, 2]","[0.26363636363636367, 0.8940852819807428]"
1987,3410,"[215, 83, 265, 866]","[0.4208693926825536, 0.10218360212470337, 2, 0.4839001811676781, 0.0793532486577579, 2, 0.38485179926248236, 0.08387995667275573, 2, 0.646622522869071, 0.09234293252688204, 2, 0, 0, 0, 0.8867924528301887, 0.22170900692840648, 2, 0.3132075471698113, 0.19630484988452657, 1, 0.769811320754717, 0.37066974595842955, 2, 0.23773584905660378, 0.29330254041570436, 2, 0.35471698113207545, 0.31524249422632794, 2, 0.09811320754716982, 0.27136258660508084, 2, 0.7924528301886793, 0.46882217090069284, 2, 0.4867924528301887, 0.4722863741339492, 2, 0.8188679245283019, 0.6905311778290993, 2, 0.5320754716981132, 0.684757505773672, 2]","[0.6660377358490566, 0.9053117782909931]"
1989,3413,"[88, 99, 134, 349]","[0.39401817801814926, 0.15132478144833184, 2, 0.4269506367993192, 0.12919681129307592, 2, 0.3246247827292556, 0.13235794988668384, 2, 0, 0, 0, 0, 0, 0, 0.5746268656716418, 0.21203438395415472, 1, 0.20149253731343283, 0.22636103151862463, 2, 0.6716417910447762, 0.3553008595988539, 1, 0.26865671641791045, 0.3524355300859599, 2, 0.8432835820895522, 0.42120343839541546, 2, 0.5, 0.4326647564469914, 2, 0.5522388059701493, 0.49283667621776506, 1, 0.291044776119403, 0.49283667621776506, 2, 0.7238805970149254, 0.6475644699140402, 1, 0.22388059701492538, 0.6504297994269341, 2]","[0.44776119402985076, 0.8982808022922636]"
1990,3414,"[519, 150, 122, 235]","[0.6142445647721148, 0.1817400567436578, 2, 0.6528521281531621, 0.16203103254388637, 2, 0.5749935420013836, 0.16570559637774207, 2, 0.7081896356659964, 0.17839954416742543, 2, 0, 0, 0, 0.7786885245901639, 0.28085106382978725, 2, 0.45901639344262296, 0.2680851063829787, 2, 0.6885245901639344, 0.3659574468085106, 2, 0.16393442622950818, 0.22127659574468084, 2, 0.5163934426229508, 0.2851063829787234, 2, 0.16393442622950818, 0.10212765957446808, 2, 0.6967213114754098, 0.5446808510638298, 2, 0.5327868852459017, 0.548936170212766, 2, 0.7131147540983607, 0.7361702127659574, 2, 0.5327868852459017, 0.7404255319148936, 2]","[0.6516393442622951, 0.9148936170212766]"
1990,3415,"[125, 158, 135, 218]","[0.348014689117365, 0.12089185822724582, 2, 0.3719045747021952, 0.10193679562517674, 2, 0.3203920089099052, 0.10239911422522714, 2, 0, 0, 0, 0.26813288419308934, 0.11950490242709447, 2, 0.4740740740740741, 0.19724770642201836, 2, 0.18518518518518517, 0.21559633027522937, 2, 0.6666666666666666, 0.2018348623853211, 1, 0.08148148148148149, 0.3211009174311927, 2, 0.8592592592592593, 0.15137614678899083, 2, 0.24444444444444444, 0.3577981651376147, 2, 0.4074074074074074, 0.47706422018348627, 2, 0.2740740740740741, 0.47706422018348627, 2, 0.3851851851851852, 0.7018348623853211, 2, 0.2814814814814815, 0.7064220183486238, 2]","[0.3333333333333333, 0.9288990825688073]"
1990,3416,"[557, 148, 120, 228]","[0.6801730130731453, 0.17703095687094722, 2, 0.7147256264975169, 0.1561710199738806, 2, 0.6395228796327075, 0.15884537085812, 2, 0, 0, 0, 0, 0, 0, 0.8166666666666667, 0.2543859649122807, 2, 0.5416666666666666, 0.25877192982456143, 2, 0.875, 0.3026315789473684, 2, 0.31666666666666665, 0.23684210526315788, 1, 0.6666666666666666, 0.2850877192982456, 2, 0.24166666666666667, 0.12280701754385964, 1, 0.75, 0.5131578947368421, 2, 0.575, 0.5131578947368421, 2, 0.7583333333333333, 0.7017543859649122, 2, 0.6166666666666667, 0.7017543859649122, 2]","[0.7458333333333333, 0.9122807017543859]"
1990,3417,"[176, 163, 88, 220]","[0.5299535693063895, 0.12000187218611699, 2, 0.5495097686646289, 0.10185371918167088, 2, 0.48380093882094466, 0.10247951756113452, 2, 0, 0, 0, 0.3210933601603927, 0.109050400545503, 2, 0.6136363636363636, 0.21818181818181817, 2, 0.14772727272727273, 0.22727272727272727, 2, 0.8181818181818182, 0.23636363636363636, 2, 0.3409090909090909, 0.36818181818181817, 2, 1.0795454545454546, 0.19090909090909092, 1, 0.6477272727272727, 0.29545454545454547, 2, 0.5340909090909091, 0.4727272727272727, 2, 0.29545454545454547, 0.4772727272727273, 2, 0.48863636363636365, 0.6909090909090909, 2, 0.3068181818181818, 0.6863636363636364, 2]","[0.42613636363636365, 0.9227272727272727]"
1991,3419,"[367, 186, 191, 353]","[0.5482582243142208, 0.1315017413411337, 2, 0.5985019869643435, 0.12317063402790629, 2, 0, 0, 0, 0.759768257405866, 0.1924503685273763, 2, 0, 0, 0, 0.9057591623036649, 0.2719546742209632, 1, 0.44502617801047123, 0.24929178470254956, 1, 1.1361256544502618, 0.18413597733711048, 1, 0.25654450261780104, 0.21246458923512748, 1, 1.387434554973822, 0.20396600566572237, 2, 0.09424083769633508, 0.22096317280453256, 2, 0.7591623036649214, 0.6770538243626062, 1, 0.6020942408376964, 0.6685552407932012, 1, 0.5078534031413613, 0.8696883852691218, 2, 0.3193717277486911, 0.71671388101983, 1]","[0.4083769633507853, 1.0269121813031161]"
1992,3421,"[507, 2, 267, 710]","[0.5554591915440715, 0.12666280418219072, 2, 0.6160519458611605, 0.09924201536411836, 2, 0.4989744205705147, 0.10271789000302893, 2, 0.6951306252241405, 0.11855243002473269, 2, 0.3993558244898772, 0.1239593461297047, 2, 0.8764044943820225, 0.2323943661971831, 2, 0.2247191011235955, 0.22816901408450704, 2, 0.8838951310861424, 0.4098591549295775, 2, 0.09737827715355805, 0.38028169014084506, 2, 0.7153558052434457, 0.49577464788732395, 1, 0.1647940074906367, 0.45211267605633804, 1, 0.5917602996254682, 0.5464788732394367, 1, 0.26591760299625467, 0.5450704225352113, 1, 0.5543071161048689, 0.7507042253521127, 1, 0.2397003745318352, 0.7535211267605634, 1]","[0.36142322097378277, 0.9232394366197183]"
1993,3422,"[269, 96, 459, 362]","[0.8029337823609566, 0.5275938515365396, 2, 0.8231314039226693, 0.5019841601088433, 2, 0.7885069098168764, 0.48881346166031386, 2, 0, 0, 0, 0, 0, 0, 0.9498910675381264, 0.5773480662983426, 2, 0.7930283224400871, 0.5138121546961326, 2, 0.8823529411764706, 0.4696132596685083, 2, 0.6840958605664488, 0.3287292817679558, 2, 0.8213507625272332, 0.2569060773480663, 2, 0.5969498910675382, 0.16022099447513813, 2, 0.6840958605664488, 0.8839779005524862, 2, 0.6470588235294118, 0.8259668508287292, 2, 0.47276688453159044, 0.6657458563535912, 2, 0.41612200435729846, 0.6104972375690608, 2]","[0.2167755991285403, 0.8591160220994476]"
1993,3423,"[216, 81, 347, 412]","[0.7986157745318199, 0.3268603841946239, 2, 0.8238515335396461, 0.30618043788618987, 2, 0.7883850614205389, 0.2952660217789609, 2, 0, 0, 0, 0, 0, 0, 0.9394812680115274, 0.4077669902912621, 2, 0.8155619596541787, 0.36650485436893204, 2, 0.8876080691642652, 0.2645631067961165, 2, 0.6772334293948127, 0.2111650485436893, 2, 0.8213256484149856, 0.11165048543689321, 2, 0.6512968299711815, 0.08980582524271845, 2, 0.6887608069164265, 0.6577669902912622, 1, 0.6368876080691642, 0.6140776699029126, 1, 0.4956772334293948, 0.4223300970873786, 2, 0.47262247838616717, 0.41019417475728154, 2]","[0.2550432276657061, 0.595873786407767]"
1994,3424,"[563, 221, 313, 376]","[0.7015384751662012, 0.18506066419547626, 2, 0.7267644870010626, 0.16620413819733745, 2, 0, 0, 0, 0.8214907355238074, 0.18077509010499018, 2, 0, 0, 0, 0.7667731629392971, 0.30319148936170215, 2, 0.939297124600639, 0.29521276595744683, 2, 0.5910543130990416, 0.4946808510638298, 2, 0.6389776357827476, 0.526595744680851, 2, 0.33226837060702874, 0.5079787234042553, 2, 0.4057507987220447, 0.4734042553191489, 2, 0.5143769968051118, 0.6117021276595744, 2, 0.6166134185303515, 0.6063829787234043, 2, 0.051118210862619806, 0.574468085106383, 2, 0.28434504792332266, 0.5186170212765957, 2]","[0.24281150159744408, 0.8829787234042553]"
1994,3425,"[571, 224, 187, 370]","[0.593862856386318, 0.14673200389103372, 2, 0.6556259917001583, 0.12592172226276677, 2, 0, 0, 0, 0.7911617608610856, 0.1267888173306113, 2, 0, 0, 0, 0.8021390374331551, 0.21891891891891893, 2, 0.7433155080213903, 0.24054054054054055, 2, 0.8128342245989305, 0.3675675675675676, 2, 0.7914438502673797, 0.3864864864864865, 2, 0.5989304812834224, 0.3027027027027027, 2, 0.6631016042780749, 0.44324324324324327, 2, 0.7700534759358288, 0.4756756756756757, 1, 0.6898395721925134, 0.4648648648648649, 1, 0.46524064171123, 0.5945945945945946, 1, 0.3850267379679144, 0.5216216216216216, 1]","[0.4919786096256684, 0.7986486486486486]"
1995,3426,"[201, 107, 247, 650]","[0.22689599370268682, 0.12459276428161463, 2, 0.2918169707942286, 0.0972913293820516, 2, 0.1870777944198746, 0.09564666462906586, 2, 0.40954034258689087, 0.11604050756608886, 2, 0, 0, 0, 0.562753036437247, 0.23384615384615384, 1, 0.46558704453441296, 0.24461538461538462, 2, 0.6963562753036437, 0.36615384615384616, 2, 0.3319838056680162, 0.35846153846153844, 2, 0.30364372469635625, 0.32, 2, 0.05263157894736842, 0.3076923076923077, 1, 0.6558704453441295, 0.5492307692307692, 2, 0.6153846153846154, 0.5492307692307692, 2, 0.41700404858299595, 0.6984615384615385, 2, 0.4777327935222672, 0.703076923076923, 2]","[0.5850202429149798, 0.8892307692307693]"
1996,3428,"[142, 79, 332, 726]","[0.5843020488909151, 0.16373086870646736, 2, 0.6341783210571315, 0.1456962937749455, 2, 0.5216667303565967, 0.14940929449614118, 2, 0.7002933795100228, 0.1441050077515759, 2, 0, 0, 0, 0.7891566265060241, 0.28512396694214875, 2, 0.31626506024096385, 0.256198347107438, 2, 0.8524096385542169, 0.38980716253443526, 2, 0.18674698795180722, 0.371900826446281, 1, 0.9397590361445783, 0.2878787878787879, 2, 0.08433734939759036, 0.3526170798898072, 2, 0.6716867469879518, 0.5702479338842975, 2, 0.49698795180722893, 0.5743801652892562, 2, 0.6927710843373494, 0.7493112947658402, 2, 0.4939759036144578, 0.7424242424242424, 2]","[0.6159638554216867, 0.9276859504132231]"
2000,3434,"[33, 68, 372, 584]","[0.7787258353581592, 0.14411146780535913, 2, 0.8204676054521338, 0.12786267373909735, 2, 0.750897988628843, 0.11826111360903359, 2, 0.8668473500009943, 0.125646929093698, 2, 0.707996724921147, 0.10570522728510405, 2, 0.9112903225806451, 0.1815068493150685, 2, 0.5967741935483871, 0.16267123287671234, 2, 0.956989247311828, 0.15753424657534246, 2, 0.3279569892473118, 0.21404109589041095, 2, 0.8467741935483871, 0.3373287671232877, 1, 0.13172043010752688, 0.273972602739726, 2, 0.696236559139785, 0.4777397260273973, 2, 0.5026881720430108, 0.4297945205479452, 2, 0.7096774193548387, 0.6592465753424658, 2, 0.5833333333333334, 0.5633561643835616, 2]","[0.543010752688172, 0.8450342465753424]"
2000,3435,"[82, 25, 336, 604]","[0.5880640572159267, 0.13210993970411503, 2, 0.6317667041910516, 0.10779853343980718, 2, 0.5542938300078758, 0.10743017879943888, 2, 0.704604449149593, 0.09195928390397022, 2, 0.5211857641176296, 0.10632511487833396, 2, 0.8273809523809523, 0.20695364238410596, 2, 0.44345238095238093, 0.18543046357615894, 2, 0.9315476190476191, 0.38079470198675497, 2, 0.20238095238095238, 0.3211920529801324, 2, 0.8452380952380952, 0.3195364238410596, 2, 0.3244047619047619, 0.2433774834437086, 1, 0.7470238095238095, 0.5629139072847682, 2, 0.4523809523809524, 0.5231788079470199, 1, 0.7589285714285714, 0.7980132450331126, 2, 0.36607142857142855, 0.6854304635761589, 1]","[0.369047619047619, 0.9163907284768211]"
2001,3436,"[129, 178, 283, 739]","[0.3397275193160838, 0.1682458371036578, 2, 0.37748861457012384, 0.13829171872458315, 2, 0.2992692029724696, 0.14500557284403093, 2, 0.48807467924266934, 0.11556790478183694, 2, 0, 0, 0, 0.6713780918727915, 0.18403247631935046, 1, 0.1872791519434629, 0.16238159675236807, 1, 0.911660777385159, 0.29499323410013534, 2, 0.07773851590106007, 0.2530446549391069, 2, 0.911660777385159, 0.40054127198917455, 1, 0.14487632508833923, 0.38836265223274696, 1, 0.6219081272084805, 0.42625169147496617, 2, 0.3286219081272085, 0.43031123139377536, 1, 0.6501766784452296, 0.6765899864682002, 2, 0.3462897526501767, 0.6535859269282814, 2]","[0.568904593639576, 0.8552097428958052]"
2001,3437,"[28, 172, 412, 515]","[0.7772327352199734, 0.20811581998395492, 2, 0.8115076198837264, 0.1848088984126028, 2, 0.7480990832557834, 0.17246993993365176, 2, 0, 0, 0, 0, 0, 0, 0.8810679611650486, 0.2174757281553398, 2, 0.6213592233009708, 0.11844660194174757, 2, 0.8131067961165048, 0.41941747572815535, 2, 0.40048543689320387, 0.229126213592233, 2, 0.6941747572815534, 0.30097087378640774, 2, 0.42718446601941745, 0.4174757281553398, 2, 0.7257281553398058, 0.44854368932038835, 1, 0.4878640776699029, 0.4368932038834951, 1, 0.8519417475728155, 0.625242718446602, 2, 0.2815533980582524, 0.6077669902912621, 2]","[0.529126213592233, 0.8524271844660194]"
2002,3438,"[200, 22, 374, 465]","[0.7499325982401136, 0.20221886714918713, 2, 0.7641232237630192, 0.1694049529696083, 2, 0.7277597458605739, 0.16512487720705454, 2, 0, 0, 0, 0.6426159927231408, 0.15442468780067012, 2, 0.6149732620320856, 0.2623655913978495, 2, 0.4919786096256685, 0.16989247311827957, 2, 0.45454545454545453, 0.3548387096774194, 1, 0.24064171122994651, 0.3118279569892473, 2, 0.5294117647058824, 0.46021505376344085, 1, 0.3315508021390374, 0.44516129032258067, 1, 0.43315508021390375, 0.44946236559139785, 1, 0.24598930481283424, 0.47096774193548385, 1, 0.6096256684491979, 0.6086021505376344, 1, 0.5187165775401069, 0.7053763440860215, 1]","[0.6831550802139037, 0.8677419354838709]"
2004,3440,"[409, 234, 245, 584]","[0.575390614565441, 0.12808993310040456, 2, 0, 0, 0, 0.5330079659071159, 0.10306567770916863, 2, 0, 0, 0, 0.3744654653704181, 0.10306567770916863, 2, 0.30612244897959184, 0.22602739726027396, 2, 0.3673469387755102, 0.2208904109589041, 2, 0.35918367346938773, 0.3955479452054795, 2, 0.5387755102040817, 0.3938356164383562, 2, 0.563265306122449, 0.4195205479452055, 2, 0.8, 0.4708904109589041, 2, 0.40408163265306124, 0.5308219178082192, 1, 0.34285714285714286, 0.5291095890410958, 1, 0.5469387755102041, 0.7123287671232876, 2, 0.37142857142857144, 0.7431506849315068, 2]","[0.22653061224489796, 0.9340753424657534]"
2004,3441,"[397, 297, 265, 532]","[0.7952552104490236, 0.1344313661835584, 2, 0.8155658834302667, 0.11622048082255655, 2, 0.7614040888136184, 0.1094757084666299, 2, 0, 0, 0, 0.6429251630897003, 0.10576608367087033, 2, 0.5886792452830188, 0.23684210526315788, 2, 0.6452830188679245, 0.24060150375939848, 2, 0.5849056603773585, 0.39285714285714285, 2, 0.6339622641509434, 0.3684210526315789, 1, 0.5735849056603773, 0.5206766917293233, 2, 0.6452830188679245, 0.5413533834586466, 2, 0.6113207547169811, 0.5263157894736842, 2, 0.6867924528301886, 0.5244360902255639, 2, 0.5056603773584906, 0.7518796992481203, 1, 0.7320754716981132, 0.7481203007518797, 2]","[0.4641509433962264, 0.8994360902255638]"
2005,3443,"[288, 36, 452, 596]","[0.6607965877342196, 0.12189410891964807, 2, 0.7005256856618863, 0.10738701350435041, 2, 0.6534393473772441, 0.10431820485880666, 2, 0.7665727808116742, 0.14931969419020144, 2, 0, 0, 0, 0.7765486725663717, 0.24496644295302014, 2, 0.497787610619469, 0.24328859060402686, 2, 0.7057522123893806, 0.3104026845637584, 2, 0.3053097345132743, 0.2902684563758389, 2, 0.6128318584070797, 0.34563758389261745, 2, 0.13716814159292035, 0.29697986577181207, 2, 0.6349557522123894, 0.552013422818792, 2, 0.4756637168141593, 0.5553691275167785, 2, 0.8097345132743363, 0.8120805369127517, 2, 0.5, 0.8473154362416108, 2]","[0.7466814159292036, 0.9236577181208054]"
2006,3444,"[329, 100, 314, 782]","[0.32197749878265053, 0.129976840780295, 2, 0.3683872326446547, 0.1075050898498211, 2, 0.2946776553344129, 0.10476463241927551, 2, 0.47895159861001724, 0.09572112289847502, 2, 0, 0, 0, 0.7038216560509554, 0.1918158567774936, 2, 0.21656050955414013, 0.18797953964194372, 1, 0.821656050955414, 0.33631713554987214, 2, 0.08598726114649681, 0.3069053708439898, 1, 0.9171974522292994, 0.45907928388746805, 2, 0.08598726114649681, 0.4475703324808184, 2, 0.6210191082802548, 0.4782608695652174, 1, 0.321656050955414, 0.479539641943734, 1, 0.6178343949044586, 0.7071611253196931, 2, 0.30254777070063693, 0.710997442455243, 2]","[0.4888535031847133, 0.920076726342711]"
2006,3445,"[176, 137, 434, 810]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.387155854968968, 0.10336109727075955, 2, 0.5551956780368187, 0.10068012003662861, 2, 0.37557603686635943, 0.19753086419753085, 2, 0.6981566820276498, 0.19382716049382717, 2, 0.29723502304147464, 0.3530864197530864, 2, 0.8617511520737328, 0.31851851851851853, 2, 0.11059907834101383, 0.44814814814814813, 2, 0.7880184331797235, 0.40987654320987654, 2, 0.4815668202764977, 0.5530864197530864, 2, 0.7027649769585254, 0.5617283950617284, 2, 0.3778801843317972, 0.7148148148148148, 2, 0.716589861751152, 0.7432098765432099, 2]","[0.6405529953917051, 0.9018518518518519]"
2007,3446,"[301, 143, 418, 552]","[0.799870012693428, 0.17539199798206567, 2, 0.8379424026333573, 0.14590658729489198, 2, 0.7635281859325859, 0.14000950515745722, 2, 0.8889940164164448, 0.10528224368145264, 2, 0.7341086118880948, 0.08824622861775226, 2, 0.9186602870813397, 0.2246376811594203, 2, 0.638755980861244, 0.125, 2, 0.9354066985645934, 0.40217391304347827, 2, 0.43301435406698563, 0.1358695652173913, 2, 0.8373205741626795, 0.5054347826086957, 2, 0.361244019138756, 0.13949275362318841, 2, 0.6794258373205742, 0.47101449275362317, 2, 0.49760765550239233, 0.42028985507246375, 2, 0.8133971291866029, 0.7373188405797102, 2, 0.3827751196172249, 0.6865942028985508, 2]","[0.4342105263157895, 0.8822463768115942]"
2007,3447,"[228, 94, 427, 596]","[0.32686566555261687, 0.1770403854221626, 2, 0.3598031512438969, 0.1478430709390865, 2, 0.300069067024118, 0.14624321809069876, 2, 0.4340520596666127, 0.11544605075923492, 2, 0, 0, 0, 0.594847775175644, 0.17953020134228187, 1, 0.2505854800936768, 0.24496644295302014, 2, 0.7377049180327869, 0.19463087248322147, 1, 0.3442622950819672, 0.39429530201342283, 2, 0.882903981264637, 0.21140939597315436, 1, 0.5573770491803278, 0.3389261744966443, 2, 0.5245901639344263, 0.4798657718120805, 2, 0.33489461358313816, 0.4798657718120805, 2, 0.594847775175644, 0.6543624161073825, 1, 0.19672131147540983, 0.7432885906040269, 2]","[0.4028103044496487, 0.8942953020134228]"
2008,3448,"[214, 70, 378, 594]","[0.6535146980536223, 0.10224475890355643, 2, 0.6814914825120234, 0.08562824449796055, 2, 0.6274030325591142, 0.08562824449796055, 2, 0.7411752893566128, 0.10699233444801236, 2, 0.5845052963895657, 0.11411369776469629, 2, 0.798941798941799, 0.21548821548821548, 2, 0.5211640211640212, 0.2138047138047138, 1, 0.9285714285714286, 0.38552188552188554, 2, 0.4074074074074074, 0.4090909090909091, 2, 0.9312169312169312, 0.3602693602693603, 2, 0.1746031746031746, 0.3872053872053872, 2, 0.7275132275132276, 0.5808080808080808, 2, 0.5185185185185185, 0.5723905723905723, 2, 0.7962962962962963, 0.8215488215488216, 2, 0.3915343915343915, 0.7087542087542088, 2]","[0.6031746031746031, 0.9090909090909091]"
2008,3449,"[316, 89, 328, 561]","[0.6224824222782808, 0.10521347244886123, 2, 0.6601519721344005, 0.0909170200907954, 2, 0.5907606960836536, 0.08203003619253832, 2, 0.6879084825546994, 0.126851346288096, 2, 0.5326041980601703, 0.10482708184458917, 2, 0.7835365853658537, 0.22459893048128343, 2, 0.4146341463414634, 0.21390374331550802, 1, 0.9451219512195121, 0.34581105169340465, 2, 0.3323170731707317, 0.33868092691622104, 1, 0.875, 0.48663101604278075, 2, 0.12804878048780488, 0.3582887700534759, 2, 0.6371951219512195, 0.5383244206773619, 2, 0.43902439024390244, 0.5294117647058824, 1, 0.36890243902439024, 0.7486631016042781, 2, 0.25, 0.7522281639928698, 2]","[0.2926829268292683, 0.9055258467023173]"
2010,3451,"[104, 129, 440, 545]","[0.49190495223098146, 0.18721206032971538, 2, 0.5091223504235782, 0.15543998083407165, 2, 0.4687844460866374, 0.15663143381515826, 2, 0, 0, 0, 0.3772862728345519, 0.12485935431951457, 2, 0.40454545454545454, 0.1577981651376147, 2, 0.2772727272727273, 0.2018348623853211, 2, 0.6636363636363637, 0.12660550458715597, 2, 0.20909090909090908, 0.3284403669724771, 2, 0.9136363636363637, 0.13394495412844037, 2, 0.19772727272727272, 0.45688073394495415, 2, 0.21363636363636362, 0.5027522935779817, 2, 0.1340909090909091, 0.5229357798165137, 2, 0.5113636363636364, 0.653211009174312, 2, 0.45454545454545453, 0.6642201834862386, 2]","[0.6261363636363636, 0.8825688073394495]"
2010,3452,"[175, 5, 390, 654]","[0.49545081598121504, 0.13558771434121028, 2, 0.5203400759097323, 0.11608911261631502, 2, 0.46470525959892894, 0.10823146714508858, 2, 0, 0, 0, 0.3905255045178579, 0.10764941933240514, 2, 0.5487179487179488, 0.21712538226299694, 2, 0.2794871794871795, 0.20336391437308868, 2, 0.5076923076923077, 0.3516819571865443, 2, 0.11025641025641025, 0.290519877675841, 1, 0.6692307692307692, 0.3348623853211009, 2, 0.20512820512820512, 0.3394495412844037, 1, 0.47435897435897434, 0.5458715596330275, 2, 0.31794871794871793, 0.518348623853211, 2, 0.541025641025641, 0.764525993883792, 2, 0.24871794871794872, 0.7339449541284404, 1]","[0.15, 0.8516819571865444]"
2011,3453,"[187, 150, 323, 660]","[0.6268931905902558, 0.11753671698302948, 2, 0.6651356624207005, 0.10013446086220591, 2, 0.6007272888115306, 0.10308956095819481, 2, 0.7604063817175978, 0.11622333916258995, 2, 0.557788373072084, 0.12180519489945786, 2, 0.826625386996904, 0.25606060606060604, 2, 0.4551083591331269, 0.23333333333333334, 2, 0.7863777089783281, 0.4106060606060606, 2, 0.2786377708978328, 0.33484848484848484, 1, 0.5386996904024768, 0.4863636363636364, 2, -0.02786377708978328, 0.3303030303030303, 2, 0.3591331269349845, 0.5272727272727272, 2, 0.19814241486068113, 0.49696969696969695, 2, 0.5170278637770898, 0.7424242424242424, 2, 0.12074303405572756, 0.7181818181818181, 2]","[0.5340557275541795, 0.9151515151515152]"
2012,3454,"[15, 59, 685, 844]","[0.784269101626914, 0.16666107306379704, 2, 0.823721119590086, 0.1431252204064222, 2, 0.7610025269306845, 0.132451984899008, 2, 0.8665451049005375, 0.12670485808732346, 2, 0.7262712632537042, 0.10097962378740206, 2, 0.8802919708029197, 0.1943127962085308, 2, 0.583941605839416, 0.17890995260663506, 2, 0.8540145985401459, 0.3281990521327014, 2, 0.41751824817518246, 0.23459715639810427, 2, 0.8992700729927007, 0.5379146919431279, 2, 0.3445255474452555, 0.3886255924170616, 2, 0.6306569343065693, 0.41113744075829384, 2, 0.4408759124087591, 0.39928909952606634, 2, 0.7503649635036497, 0.6184834123222749, 2, 0.345985401459854, 0.6765402843601895, 2]","[0.3883211678832117, 0.7843601895734598]"
2012,3455,"[89, 283, 621, 667]","[0.7680075723208108, 0.2096491737585079, 2, 0.7982389927120181, 0.18315835507899167, 2, 0.7349816508850383, 0.16991294573923343, 2, 0, 0, 0, 0, 0, 0, 0.9082125603864735, 0.43928035982008995, 2, 0.5700483091787439, 0.25337331334332835, 1, 0.895330112721417, 0.6536731634182908, 2, 0.48792270531400966, 0.5232383808095952, 2, 0.9033816425120773, 0.8935532233883059, 2, 0.4057971014492754, 0.7331334332833583, 1, 0.5780998389694042, 0.775112443778111, 1, 0.46215780998389694, 0.6521739130434783, 2, 0.5555555555555556, 0.5637181409295352, 2, 0.14170692431561996, 0.5337331334332833, 1]","[0.19806763285024154, 0.8575712143928036]"
